51
0.016666666666666666
4.700046663307029	22.996111391080873	0.5	0.23333333333333325	0	1	0
0.0	0.0	0.2	0.0	1	0	0
2.0	0.0	0.2	0.0	1	0	0
4.0	0.0	0.2	0.0	1	0	0
6.0	0.0	0.2	0.0	1	0	0
8.0	0.0	0.2	0.0	1	0	0
1.0	2.0	0.2	0.0	1	0	0
3.0	2.0	0.2	0.0	1	0	0
5.0	2.0	0.2	0.0	1	0	0
7.0	2.0	0.2	0.0	1	0	0
9.0	2.0	0.2	0.0	1	0	0
0.0	4.0	0.2	0.0	1	0	0
2.0	4.0	0.2	0.0	1	0	0
4.0	4.0	0.2	0.0	1	0	0
6.0	4.0	0.2	0.0	1	0	0
8.0	4.0	0.2	0.0	1	0	0
1.0	6.0	0.2	0.0	1	0	0
3.0	6.0	0.2	0.0	1	0	0
5.0	6.0	0.2	0.0	1	0	0
7.0	6.0	0.2	0.0	1	0	0
9.0	6.0	0.2	0.0	1	0	0
0.0	8.0	0.2	0.0	1	0	0
2.0	8.0	0.2	0.0	1	0	0
4.0	8.0	0.2	0.0	1	0	0
6.0	8.0	0.2	0.0	1	0	0
8.0	8.0	0.2	0.0	1	0	0
1.0	10.0	0.2	0.0	1	0	0
3.0	10.0	0.2	0.0	1	0	0
5.0	10.0	0.2	0.0	1	0	0
7.0	10.0	0.2	0.0	1	0	0
9.0	10.0	0.2	0.0	1	0	0
0.0	12.0	0.2	0.0	1	0	0
2.0	12.0	0.2	0.0	1	0	0
4.0	12.0	0.2	0.0	1	0	0
6.0	12.0	0.2	0.0	1	0	0
8.0	12.0	0.2	0.0	1	0	0
1.0	14.0	0.2	0.0	1	0	0
3.0	14.0	0.2	0.0	1	0	0
5.0	14.0	0.2	0.0	1	0	0
7.0	14.0	0.2	0.0	1	0	0
9.0	14.0	0.2	0.0	1	0	0
0.0	16.0	0.2	0.0	1	0	0
2.0	16.0	0.2	0.0	1	0	0
4.0	16.0	0.2	0.0	1	0	0
6.0	16.0	0.2	0.0	1	0	0
8.0	16.0	0.2	0.0	1	0	0
1.0	18.0	0.2	0.0	1	0	0
3.0	18.0	0.2	0.0	1	0	0
5.0	18.0	0.2	0.0	1	0	0
7.0	18.0	0.2	0.0	1	0	0
9.0	18.0	0.2	0.0	1	0	0
51
0.03333333333333333
4.70013221270325	22.988982274729143	0.5	0.4277777777777777	0	1	0
0.0	0.0	0.2	0.0	1	0	0
2.0	0.0	0.2	0.0	1	0	0
4.0	0.0	0.2	0.0	1	0	0
6.0	0.0	0.2	0.0	1	0	0
8.0	0.0	0.2	0.0	1	0	0
1.0	2.0	0.2	0.0	1	0	0
3.0	2.0	0.2	0.0	1	0	0
5.0	2.0	0.2	0.0	1	0	0
7.0	2.0	0.2	0.0	1	0	0
9.0	2.0	0.2	0.0	1	0	0
0.0	4.0	0.2	0.0	1	0	0
2.0	4.0	0.2	0.0	1	0	0
4.0	4.0	0.2	0.0	1	0	0
6.0	4.0	0.2	0.0	1	0	0
8.0	4.0	0.2	0.0	1	0	0
1.0	6.0	0.2	0.0	1	0	0
3.0	6.0	0.2	0.0	1	0	0
